#
# ABINIT package : DOS file  
#
# nsppol = 1, nkpt = 1240, nband(1)=  18
# Tetrahedron method
# For identification : eigen(1:3)=  -1.470  -1.470  -0.619
#
# Fermi energy :       0.52598301
#
# The DOS (in electrons/Hartree/cell) and integrated DOS (in electrons/cell) are computed,
# at  4601 energies (in Hartree) covering the interval 
# between   -1.5000 and    0.8000 Hartree by steps of  0.00050 Hartree.
#
# energy(Ha)     DOS  integrated DOS
   -0.31150     0.0000     8.0000
   -0.31100     0.0000     8.0000
   -0.31050     0.0000     8.0000
   -0.31000     0.0000     8.0000
   -0.30950     0.0000     8.0000
   -0.30900     0.0000     8.0000
   -0.30850     0.0000     8.0000
   -0.30800     0.0000     8.0000
   -0.30750     0.0000     8.0000
   -0.30700     0.0000     8.0000
   -0.30650     0.0000     8.0000
   -0.30600     0.0000     8.0000
   -0.30550     0.0000     8.0000
   -0.30500     0.0000     8.0000
   -0.30450     0.0000     8.0000
   -0.30400     0.0000     8.0000
   -0.30350     0.0000     8.0000
   -0.30300     0.0000     8.0000
   -0.30250     0.0000     8.0000
   -0.30200     0.0000     8.0000
   -0.30150     0.0000     8.0000
   -0.30100     0.0000     8.0000
   -0.30050     0.0000     8.0000
   -0.30000     0.0000     8.0000
   -0.29950     0.0000     8.0000
   -0.29900     0.0000     8.0000
   -0.29850     0.0000     8.0000
   -0.29800     0.0000     8.0000
   -0.29750     0.0000     8.0000
   -0.29700     0.0000     8.0000
   -0.29650     0.0000     8.0000
   -0.29600     0.0000     8.0000
   -0.29550     0.0000     8.0000
   -0.29500     0.0000     8.0000
   -0.29450     0.0000     8.0000
   -0.29400     0.0000     8.0000
   -0.29350     0.0000     8.0000
   -0.29300     0.0000     8.0000
   -0.29250     0.0000     8.0000
   -0.29200     0.0000     8.0000
   -0.29150     0.0000     8.0000
   -0.29100     0.0000     8.0000
   -0.29050     0.0000     8.0000
   -0.29000     0.0000     8.0000
   -0.28950     0.0000     8.0000
   -0.28900     0.0000     8.0000
   -0.28850     0.0000     8.0000
   -0.28800     0.0000     8.0000
   -0.28750     0.0000     8.0000
   -0.28700     0.0000     8.0000
   -0.28650     0.0000     8.0000
   -0.28600     0.0000     8.0000
   -0.28550     0.0000     8.0000
   -0.28500     0.0000     8.0000
   -0.28450     0.0000     8.0000
   -0.28400     0.0000     8.0000
   -0.28350     0.0000     8.0000
   -0.28300     0.0000     8.0000
   -0.28250     0.0000     8.0000
   -0.28200     0.0000     8.0000
   -0.28150     0.0000     8.0000
   -0.28100     0.0000     8.0000
   -0.28050     0.0000     8.0000
   -0.28000     0.0000     8.0000
   -0.27950     0.0000     8.0000
   -0.27900     0.0000     8.0000
   -0.27850     0.0000     8.0000
   -0.27800     0.0000     8.0000
   -0.27750     0.0000     8.0000
   -0.27700     0.0000     8.0000
   -0.27650     0.0000     8.0000
   -0.27600     0.0000     8.0000
   -0.27550     0.0000     8.0000
   -0.27500     0.0000     8.0000
   -0.27450     0.0000     8.0000
   -0.27400     0.0000     8.0000
   -0.27350     0.0000     8.0000
   -0.27300     0.0000     8.0000
   -0.27250     0.0000     8.0000
   -0.27200     0.0000     8.0000
   -0.27150     0.0000     8.0000
   -0.27100     0.0000     8.0000
   -0.27050     0.0000     8.0000
   -0.27000     0.0000     8.0000
   -0.26950     0.0000     8.0000
   -0.26900     0.0000     8.0000
   -0.26850     0.0000     8.0000
   -0.26800     0.0000     8.0000
   -0.26750     0.0000     8.0000
   -0.26700     0.0000     8.0000
   -0.26650     0.0000     8.0000
   -0.26600     0.0000     8.0000
   -0.26550     0.0000     8.0000
   -0.26500     0.0000     8.0000
   -0.26450     0.0000     8.0000
   -0.26400     0.0000     8.0000
   -0.26350     0.0000     8.0000
   -0.26300     0.0000     8.0000
   -0.26250     0.0000     8.0000
   -0.26200     0.0000     8.0000
   -0.26150     0.0000     8.0000
   -0.26100     0.0000     8.0000
   -0.26050     0.0000     8.0000
   -0.26000     0.0000     8.0000
   -0.25950     0.0000     8.0000
   -0.25900     0.0000     8.0000
   -0.25850     0.0000     8.0000
   -0.25800     0.0000     8.0000
   -0.25750     0.0000     8.0000
   -0.25700     0.0000     8.0000
   -0.25650     0.0000     8.0000
   -0.25600     0.0000     8.0000
   -0.25550     0.0000     8.0000
   -0.25500     0.0000     8.0000
   -0.25450     0.0000     8.0000
   -0.25400     0.0000     8.0000
   -0.25350     0.0000     8.0000
   -0.25300     0.0000     8.0000
   -0.25250     0.0000     8.0000
   -0.25200     0.0000     8.0000
   -0.25150     0.0000     8.0000
   -0.25100     0.0000     8.0000
   -0.25050     0.0000     8.0000
   -0.25000     0.0000     8.0000
   -0.24950     0.0000     8.0000
   -0.24900     0.0000     8.0000
   -0.24850     0.0000     8.0000
   -0.24800     0.0000     8.0000
   -0.24750     0.0000     8.0000
   -0.24700     0.0000     8.0000
   -0.24650     0.0000     8.0000
   -0.24600     0.0000     8.0000
   -0.24550     0.0000     8.0000
   -0.24500     0.0000     8.0000
   -0.24450     0.0000     8.0000
   -0.24400     0.0000     8.0000
   -0.24350     0.0000     8.0000
   -0.24300     0.0000     8.0000
   -0.24250     0.0000     8.0000
   -0.24200     0.0000     8.0000
   -0.24150     0.0000     8.0000
   -0.24100     0.0000     8.0000
   -0.24050     0.0000     8.0000
   -0.24000     0.0000     8.0000
   -0.23950     0.0000     8.0000
   -0.23900     0.0000     8.0000
   -0.23850     0.0000     8.0000
   -0.23800     0.0000     8.0000
   -0.23750     0.0000     8.0000
   -0.23700     0.0000     8.0000
   -0.23650     0.0000     8.0000
   -0.23600     0.0000     8.0000
   -0.23550     0.0000     8.0000
   -0.23500     0.0000     8.0000
   -0.23450     0.0000     8.0000
   -0.23400     0.0000     8.0000
   -0.23350     0.0000     8.0000
   -0.23300     0.0000     8.0000
   -0.23250     0.0000     8.0000
   -0.23200     0.0000     8.0000
   -0.23150     0.0000     8.0000
   -0.23100     0.0000     8.0000
   -0.23050     0.0000     8.0000
   -0.23000     0.0000     8.0000
   -0.22950     0.0000     8.0000
   -0.22900     0.0000     8.0000
   -0.22850     0.0000     8.0000
   -0.22800     0.0000     8.0000
   -0.22750     0.0000     8.0000
   -0.22700     0.0000     8.0000
   -0.22650     0.0000     8.0000
   -0.22600     0.0000     8.0000
   -0.22550     0.0000     8.0000
   -0.22500     0.0000     8.0000
   -0.22450     0.0000     8.0000
   -0.22400     0.0000     8.0000
   -0.22350     0.0000     8.0000
   -0.22300     0.0000     8.0000
   -0.22250     0.0000     8.0000
   -0.22200     0.0000     8.0000
   -0.22150     0.0000     8.0000
   -0.22100     0.0000     8.0000
   -0.22050     0.0000     8.0000
   -0.22000     0.0000     8.0000
   -0.21950     0.0000     8.0000
   -0.21900     0.0000     8.0000
   -0.21850     0.0000     8.0000
   -0.21800     0.0000     8.0000
   -0.21750     0.0000     8.0000
   -0.21700     0.0000     8.0000
   -0.21650     0.0000     8.0000
   -0.21600     0.0000     8.0000
   -0.21550     0.0000     8.0000
   -0.21500     0.0000     8.0000
   -0.21450     0.0000     8.0000
   -0.21400     0.0000     8.0000
   -0.21350     0.0000     8.0000
   -0.21300     0.0000     8.0000
   -0.21250     0.0000     8.0000
   -0.21200     0.0000     8.0000
   -0.21150     0.0000     8.0000
   -0.21100     0.0000     8.0000
   -0.21050     0.0000     8.0000
   -0.21000     0.0000     8.0000
   -0.20950     0.0000     8.0000
   -0.20900     0.0000     8.0000
   -0.20850     0.0000     8.0000
   -0.20800     0.0000     8.0000
   -0.20750     0.0000     8.0000
   -0.20700     0.0000     8.0000
   -0.20650     0.0000     8.0000
   -0.20600     0.0000     8.0000
   -0.20550     0.0000     8.0000
   -0.20500     0.0000     8.0000
   -0.20450     0.0000     8.0000
   -0.20400     0.0000     8.0000
   -0.20350     0.0000     8.0000
   -0.20300     0.0000     8.0000
   -0.20250     0.0000     8.0000
   -0.20200     0.0000     8.0000
   -0.20150     0.0000     8.0000
   -0.20100     0.0000     8.0000
   -0.20050     0.0000     8.0000
   -0.20000     0.0000     8.0000
   -0.19950     0.0000     8.0000
   -0.19900     0.0000     8.0000
   -0.19850     0.0000     8.0000
   -0.19800     0.0000     8.0000
   -0.19750     0.0000     8.0000
   -0.19700     0.0000     8.0000
   -0.19650     0.0000     8.0000
   -0.19600     0.0000     8.0000
   -0.19550     0.0000     8.0000
   -0.19500     0.0000     8.0000
   -0.19450     0.0000     8.0000
   -0.19400     0.0000     8.0000
   -0.19350     0.0000     8.0000
   -0.19300     0.0000     8.0000
   -0.19250     0.0000     8.0000
   -0.19200     0.0000     8.0000
   -0.19150     0.0000     8.0000
   -0.19100     0.0000     8.0000
   -0.19050     0.0000     8.0000
   -0.19000     0.0000     8.0000
   -0.18950     0.0000     8.0000
   -0.18900     0.0000     8.0000
   -0.18850     0.0000     8.0000
   -0.18800     0.0000     8.0000
   -0.18750     0.0000     8.0000
   -0.18700     0.0000     8.0000
   -0.18650     0.0000     8.0000
   -0.18600     0.0000     8.0000
   -0.18550     0.0000     8.0000
   -0.18500     0.0000     8.0000
   -0.18450     0.0000     8.0000
   -0.18400     0.0000     8.0000
   -0.18350     0.0000     8.0000
   -0.18300     0.0000     8.0000
   -0.18250     0.0000     8.0000
   -0.18200     0.0000     8.0000
   -0.18150     0.0000     8.0000
   -0.18100     0.0000     8.0000
   -0.18050     0.0000     8.0000
   -0.18000     0.0000     8.0000
   -0.17950     0.0000     8.0000
   -0.17900     0.0000     8.0000
   -0.17850     0.0000     8.0000
   -0.17800     0.0000     8.0000
   -0.17750     0.0000     8.0000
   -0.17700     0.0000     8.0000
   -0.17650     0.0000     8.0000
   -0.17600     0.0000     8.0000
   -0.17550     0.0000     8.0000
   -0.17500     0.0000     8.0000
   -0.17450     0.0000     8.0000
   -0.17400     0.0000     8.0000
   -0.17350     0.0000     8.0000
   -0.17300     0.0000     8.0000
   -0.17250     0.0000     8.0000
   -0.17200     0.0000     8.0000
   -0.17150     0.0000     8.0000
   -0.17100     0.0000     8.0000
   -0.17050     0.0000     8.0000
   -0.17000     0.0000     8.0000
   -0.16950     0.0000     8.0000
   -0.16900     0.0000     8.0000
   -0.16850     0.0000     8.0000
   -0.16800     0.0000     8.0000
   -0.16750     0.0000     8.0000
   -0.16700     0.0000     8.0000
   -0.16650     0.0000     8.0000
   -0.16600     0.0000     8.0000
   -0.16550     0.0000     8.0000
   -0.16500     0.0000     8.0000
   -0.16450     0.0000     8.0000
   -0.16400     0.0000     8.0000
   -0.16350     0.0000     8.0000
   -0.16300     0.0000     8.0000
   -0.16250     0.0000     8.0000
   -0.16200     0.0000     8.0000
   -0.16150     0.0000     8.0000
   -0.16100     0.0000     8.0000
   -0.16050     0.0000     8.0000
   -0.16000     0.0000     8.0000
   -0.15950     0.0000     8.0000
   -0.15900     0.0000     8.0000
   -0.15850     0.0000     8.0000
   -0.15800     0.0000     8.0000
   -0.15750     0.0000     8.0000
   -0.15700     0.0000     8.0000
   -0.15650     0.0000     8.0000
   -0.15600     0.0000     8.0000
   -0.15550     0.0000     8.0000
   -0.15500     0.0000     8.0000
   -0.15450     0.0000     8.0000
   -0.15400     0.0000     8.0000
   -0.15350     0.0000     8.0000
   -0.15300     0.0000     8.0000
   -0.15250     0.0000     8.0000
   -0.15200     0.0000     8.0000
   -0.15150     0.0000     8.0000
   -0.15100     0.0000     8.0000
   -0.15050     0.0000     8.0000
   -0.15000     0.0000     8.0000
   -0.14950     0.0000     8.0000
   -0.14900     0.0000     8.0000
   -0.14850     0.0000     8.0000
   -0.14800     0.0000     8.0000
   -0.14750     0.0000     8.0000
   -0.14700     0.0000     8.0000
   -0.14650     0.0000     8.0000
   -0.14600     0.0000     8.0000
   -0.14550     0.0000     8.0000
   -0.14500     0.0000     8.0000
   -0.14450     0.0000     8.0000
   -0.14400     0.0000     8.0000
   -0.14350     0.0000     8.0000
   -0.14300     0.0000     8.0000
   -0.14250     0.0000     8.0000
   -0.14200     0.0000     8.0000
   -0.14150     0.0000     8.0000
   -0.14100     0.0000     8.0000
   -0.14050     0.0000     8.0000
   -0.14000     0.0000     8.0000
   -0.13950     0.0000     8.0000
   -0.13900     0.0000     8.0000
   -0.13850     0.0000     8.0000
   -0.13800     0.0000     8.0000
   -0.13750     0.0000     8.0000
   -0.13700     0.0000     8.0000
   -0.13650     0.0000     8.0000
   -0.13600     0.0000     8.0000
   -0.13550     0.0000     8.0000
   -0.13500     0.0000     8.0000
   -0.13450     0.0000     8.0000
   -0.13400     0.0000     8.0000
   -0.13350     0.0000     8.0000
   -0.13300     0.0000     8.0000
   -0.13250     0.0000     8.0000
   -0.13200     0.0000     8.0000
   -0.13150     0.0000     8.0000
   -0.13100     0.0000     8.0000
   -0.13050     0.0000     8.0000
   -0.13000     0.0000     8.0000
   -0.12950     0.0000     8.0000
   -0.12900     0.0000     8.0000
   -0.12850     0.0000     8.0000
   -0.12800     0.0000     8.0000
   -0.12750     0.0000     8.0000
   -0.12700     0.0000     8.0000
   -0.12650     0.0000     8.0000
   -0.12600     0.0000     8.0000
   -0.12550     0.0000     8.0000
   -0.12500     0.0000     8.0000
   -0.12450     0.0000     8.0000
   -0.12400     0.0000     8.0000
   -0.12350     0.0000     8.0000
   -0.12300     0.0000     8.0000
   -0.12250     0.0000     8.0000
   -0.12200     0.0000     8.0000
   -0.12150     0.0000     8.0000
   -0.12100     0.0000     8.0000
   -0.12050     0.0000     8.0000
   -0.12000     0.0000     8.0000
   -0.11950     0.0000     8.0000
   -0.11900     0.0000     8.0000
   -0.11850     0.0000     8.0000
   -0.11800     0.0000     8.0000
   -0.11750     0.0000     8.0000
   -0.11700     0.0000     8.0000
   -0.11650     0.0000     8.0000
   -0.11600     0.0000     8.0000
   -0.11550     0.0000     8.0000
   -0.11500     0.0000     8.0000
   -0.11450     0.0000     8.0000
   -0.11400     0.0000     8.0000
   -0.11350     0.0000     8.0000
   -0.11300     0.0000     8.0000
   -0.11250     0.0000     8.0000
   -0.11200     0.0000     8.0000
   -0.11150     0.0000     8.0000
   -0.11100     0.0000     8.0000
   -0.11050     0.0000     8.0000
   -0.11000     0.0000     8.0000
   -0.10950     0.0000     8.0000
   -0.10900     0.0000     8.0000
   -0.10850     0.0000     8.0000
   -0.10800     0.0000     8.0000
   -0.10750     0.0000     8.0000
   -0.10700     0.0000     8.0000
   -0.10650     0.0000     8.0000
   -0.10600     0.0000     8.0000
   -0.10550     0.0000     8.0000
   -0.10500     0.0000     8.0000
   -0.10450     0.0000     8.0000
   -0.10400     0.0000     8.0000
   -0.10350     0.0000     8.0000
   -0.10300     0.0000     8.0000
   -0.10250     0.0000     8.0000
   -0.10200     0.0000     8.0000
   -0.10150     0.0000     8.0000
   -0.10100     0.0000     8.0000
   -0.10050     0.0000     8.0000
   -0.10000     0.0000     8.0000
   -0.09950     0.0000     8.0000
   -0.09900     0.0000     8.0000
   -0.09850     0.0000     8.0000
   -0.09800     0.0000     8.0000
   -0.09750     0.0000     8.0000
   -0.09700     0.0000     8.0000
   -0.09650     0.0000     8.0000
   -0.09600     0.0000     8.0000
   -0.09550     0.0000     8.0000
   -0.09500     0.0000     8.0000
   -0.09450     0.0000     8.0000
   -0.09400     0.0000     8.0000
   -0.09350     0.0000     8.0000
   -0.09300     0.0000     8.0000
   -0.09250     0.0000     8.0000
   -0.09200     0.0000     8.0000
   -0.09150     0.0000     8.0000
   -0.09100     0.0000     8.0000
   -0.09050     0.0000     8.0000
   -0.09000     0.0000     8.0000
   -0.08950     0.0000     8.0000
   -0.08900     0.0000     8.0000
   -0.08850     0.0000     8.0000
   -0.08800     0.0000     8.0000
   -0.08750     0.0000     8.0000
   -0.08700     0.0000     8.0000
   -0.08650     0.0000     8.0000
   -0.08600     0.0000     8.0000
   -0.08550     0.0000     8.0000
   -0.08500     0.0000     8.0000
   -0.08450     0.0000     8.0000
   -0.08400     0.0000     8.0000
   -0.08350     0.0000     8.0000
   -0.08300     0.0000     8.0000
   -0.08250     0.0000     8.0000
   -0.08200     0.0000     8.0000
   -0.08150     0.0000     8.0000
   -0.08100     0.0000     8.0000
   -0.08050     0.0000     8.0000
   -0.08000     0.0000     8.0000
   -0.07950     0.0000     8.0000
   -0.07900     0.0000     8.0000
   -0.07850     0.0000     8.0000
   -0.07800     0.0000     8.0000
   -0.07750     0.0000     8.0000
   -0.07700     0.0000     8.0000
   -0.07650     0.0000     8.0000
   -0.07600     0.0000     8.0000
   -0.07550     0.0000     8.0000
   -0.07500     0.0000     8.0000
   -0.07450     0.0000     8.0000
   -0.07400     0.0000     8.0000
   -0.07350     0.0000     8.0000
   -0.07300     0.0000     8.0000
   -0.07250     0.0000     8.0000
   -0.07200     0.0000     8.0000
   -0.07150     0.0000     8.0000
   -0.07100     0.0000     8.0000
   -0.07050     0.0000     8.0000
   -0.07000     0.0000     8.0000
   -0.06950     0.0000     8.0000
   -0.06900     0.0000     8.0000
   -0.06850     0.0000     8.0000
   -0.06800     0.0000     8.0000
   -0.06750     0.0000     8.0000
   -0.06700     0.0000     8.0000
   -0.06650     0.0000     8.0000
   -0.06600     0.0000     8.0000
   -0.06550     0.0000     8.0000
   -0.06500     0.0000     8.0000
   -0.06450     0.0000     8.0000
   -0.06400     0.0000     8.0000
   -0.06350     0.0000     8.0000
   -0.06300     0.0000     8.0000
   -0.06250     0.0000     8.0000
   -0.06200     0.0000     8.0000
   -0.06150     0.0000     8.0000
   -0.06100     0.0000     8.0000
   -0.06050     0.0000     8.0000
   -0.06000     0.0000     8.0000
   -0.05950     0.0000     8.0000
   -0.05900     0.0000     8.0000
   -0.05850     0.0000     8.0000
   -0.05800     0.0000     8.0000
   -0.05750     0.0000     8.0000
   -0.05700     0.0000     8.0000
   -0.05650     0.0000     8.0000
   -0.05600     0.0000     8.0000
   -0.05550     0.0000     8.0000
   -0.05500     0.0000     8.0000
   -0.05450     0.0000     8.0000
   -0.05400     0.0000     8.0000
   -0.05350     0.0000     8.0000
   -0.05300     0.0000     8.0000
   -0.05250     0.0000     8.0000
   -0.05200     0.0000     8.0000
   -0.05150     0.0000     8.0000
   -0.05100     0.0000     8.0000
   -0.05050     0.0000     8.0000
   -0.05000     0.0000     8.0000
   -0.04950     0.0000     8.0000
   -0.04900     0.0000     8.0000
   -0.04850     0.0000     8.0000
   -0.04800     0.0000     8.0000
   -0.04750     0.0000     8.0000
   -0.04700     0.0000     8.0000
   -0.04650     0.0000     8.0000
   -0.04600     0.0000     8.0000
   -0.04550     0.0000     8.0000
   -0.04500     0.0000     8.0000
   -0.04450     0.0000     8.0000
   -0.04400     0.0000     8.0000
   -0.04350     0.0000     8.0000
   -0.04300     0.0000     8.0000
   -0.04250     0.0000     8.0000
   -0.04200     0.0000     8.0000
   -0.04150     0.0000     8.0000
   -0.04100     0.0000     8.0000
   -0.04050     0.0000     8.0000
   -0.04000     0.0000     8.0000
   -0.03950     0.0000     8.0000
   -0.03900     0.0000     8.0000
   -0.03850     0.0000     8.0000
   -0.03800     0.0000     8.0000
   -0.03750     0.0000     8.0000
   -0.03700     0.0000     8.0000
   -0.03650     0.0000     8.0000
   -0.03600     0.0000     8.0000
   -0.03550     0.0000     8.0000
   -0.03500     0.0000     8.0000
   -0.03450     0.0000     8.0000
   -0.03400     0.0000     8.0000
   -0.03350     0.0000     8.0000
   -0.03300     0.0000     8.0000
   -0.03250     0.0000     8.0000
   -0.03200     0.0000     8.0000
   -0.03150     0.0000     8.0000
   -0.03100     0.0000     8.0000
   -0.03050     0.0000     8.0000
   -0.03000     0.0000     8.0000
   -0.02950     0.0000     8.0000
   -0.02900     0.0000     8.0000
   -0.02850     0.0000     8.0000
   -0.02800     0.0000     8.0000
   -0.02750     0.0000     8.0000
   -0.02700     0.0000     8.0000
   -0.02650     0.0000     8.0000
   -0.02600     0.0000     8.0000
   -0.02550     0.0000     8.0000
   -0.02500     0.0000     8.0000
   -0.02450     0.0000     8.0000
   -0.02400     0.0000     8.0000
   -0.02350     0.0000     8.0000
   -0.02300     0.0000     8.0000
   -0.02250     0.0000     8.0000
   -0.02200     0.0000     8.0000
   -0.02150     0.0000     8.0000
   -0.02100     0.0000     8.0000
   -0.02050     0.0000     8.0000
   -0.02000     0.0000     8.0000
   -0.01950     0.0000     8.0000
   -0.01900     0.0000     8.0000
   -0.01850     0.0000     8.0000
   -0.01800     0.0000     8.0000
   -0.01750     0.0000     8.0000
   -0.01700     0.0000     8.0000
   -0.01650     0.0000     8.0000
   -0.01600     0.0000     8.0000
   -0.01550     0.0000     8.0000
   -0.01500     0.0000     8.0000
   -0.01450     0.0000     8.0000
   -0.01400     0.0000     8.0000
   -0.01350     0.0000     8.0000
   -0.01300     0.0000     8.0000
   -0.01250     0.0000     8.0000
   -0.01200     0.0000     8.0000
   -0.01150     0.0000     8.0000
   -0.01100     0.0000     8.0000
   -0.01050     0.0000     8.0000
   -0.01000     0.0000     8.0000
   -0.00950     0.0000     8.0000
   -0.00900     0.0000     8.0000
   -0.00850     0.0000     8.0000
   -0.00800     0.0000     8.0000
   -0.00750     0.0000     8.0000
   -0.00700     0.0000     8.0000
   -0.00650     0.0000     8.0000
   -0.00600     0.0000     8.0000
   -0.00550     0.0000     8.0000
   -0.00500     0.0000     8.0000
   -0.00450     0.0000     8.0000
   -0.00400     0.0000     8.0000
   -0.00350     0.0000     8.0000
   -0.00300     0.0000     8.0000
   -0.00250     0.0000     8.0000
   -0.00200     0.0000     8.0000
   -0.00150     0.0000     8.0000
   -0.00100     0.0000     8.0000
   -0.00050     0.0000     8.0000
    0.00000     0.0000     8.0000
    0.00050     0.0000     8.0000
    0.00100     0.0000     8.0000
    0.00150     0.0000     8.0000
    0.00200     0.0000     8.0000
    0.00250     0.0000     8.0000
    0.00300     0.0000     8.0000
    0.00350     0.0000     8.0000
    0.00400     0.0000     8.0000
    0.00450     0.0000     8.0000
    0.00500     0.0000     8.0000
    0.00550     0.0000     8.0000
    0.00600     0.0000     8.0000
    0.00650     0.0000     8.0000
    0.00700     0.0000     8.0000
    0.00750     0.0000     8.0000
    0.00800     0.0000     8.0000
    0.00850     0.0000     8.0000
    0.00900     0.0000     8.0000
    0.00950     0.0000     8.0000
    0.01000     0.0000     8.0000
    0.01050     0.0000     8.0000
    0.01100     0.0000     8.0000
    0.01150     0.0000     8.0000
    0.01200     0.0000     8.0000
    0.01250     0.0000     8.0000
    0.01300     0.0000     8.0000
    0.01350     0.0000     8.0000
    0.01400     0.0000     8.0000
    0.01450     0.0000     8.0000
    0.01500     0.0000     8.0000
    0.01550     0.0000     8.0000
    0.01600     0.0000     8.0000
    0.01650     0.0000     8.0000
    0.01700     0.0000     8.0000
    0.01750     0.0000     8.0000
    0.01800     0.0000     8.0000
    0.01850     0.0000     8.0000
    0.01900     0.0000     8.0000
    0.01950     0.0000     8.0000
    0.02000     0.0000     8.0000
    0.02050     0.0000     8.0000
    0.02100     0.0000     8.0000
    0.02150     0.0000     8.0000
    0.02200     0.0000     8.0000
    0.02250     0.0000     8.0000
    0.02300     0.0000     8.0000
    0.02350     0.0000     8.0000
    0.02400     0.0000     8.0000
    0.02450     0.0000     8.0000
    0.02500     0.0000     8.0000
    0.02550     0.0000     8.0000
    0.02600     0.0000     8.0000
    0.02650     0.0000     8.0000
    0.02700     0.0000     8.0000
    0.02750     0.0000     8.0000
    0.02800     0.0000     8.0000
    0.02850     0.0000     8.0000
    0.02900     0.0000     8.0000
    0.02950     0.0000     8.0000
    0.03000     0.0000     8.0000
    0.03050     0.0000     8.0000
    0.03100     0.0000     8.0000
    0.03150     0.0000     8.0000
    0.03200     0.0000     8.0000
    0.03250     0.0000     8.0000
    0.03300     0.0000     8.0000
    0.03350     0.0000     8.0000
    0.03400     0.0000     8.0000
    0.03450     0.0000     8.0000
    0.03500     0.0000     8.0000
    0.03550     0.0000     8.0000
    0.03600     0.0000     8.0000
    0.03650     0.0000     8.0000
    0.03700     0.0000     8.0000
    0.03750     0.0000     8.0000
    0.03800     0.0000     8.0000
    0.03850     0.0000     8.0000
    0.03900     0.0000     8.0000
    0.03950     0.0000     8.0000
    0.04000     0.0000     8.0000
    0.04050     0.0000     8.0000
    0.04100     0.0000     8.0000
    0.04150     0.0000     8.0000
    0.04200     0.0000     8.0000
    0.04250     0.0000     8.0000
    0.04300     0.0000     8.0000
    0.04350     0.0000     8.0000
    0.04400     0.0000     8.0000
    0.04450     0.0000     8.0000
    0.04500     0.0000     8.0000
    0.04550     0.0000     8.0000
    0.04600     0.0000     8.0000
    0.04650     0.0000     8.0000
    0.04700     0.0000     8.0000
    0.04750     0.0000     8.0000
    0.04800     0.0000     8.0000
    0.04850     0.0000     8.0000
    0.04900     0.0000     8.0000
    0.04950     0.0000     8.0000
    0.05000     0.0000     8.0000
    0.05050     0.0000     8.0000
    0.05100     0.0000     8.0000
    0.05150     0.0000     8.0000
    0.05200     0.0000     8.0000
    0.05250     0.0000     8.0000
    0.05300     0.0000     8.0000
    0.05350     0.0000     8.0000
    0.05400     0.0000     8.0000
    0.05450     0.0000     8.0000
    0.05500     0.0000     8.0000
    0.05550     0.0000     8.0000
    0.05600     0.0000     8.0000
    0.05650     0.0000     8.0000
    0.05700     0.0000     8.0000
    0.05750     0.0000     8.0000
    0.05800     0.0000     8.0000
    0.05850     0.0000     8.0000
    0.05900     0.0000     8.0000
    0.05950     0.0000     8.0000
    0.06000     0.0000     8.0000
    0.06050     0.0000     8.0000
    0.06100     0.0000     8.0000
    0.06150     0.0000     8.0000
    0.06200     0.0000     8.0000
    0.06250     0.0000     8.0000
    0.06300     0.0000     8.0000
    0.06350     0.0000     8.0000
    0.06400     0.0000     8.0000
    0.06450     0.0000     8.0000
    0.06500     0.0000     8.0000
    0.06550     0.0000     8.0000
    0.06600     0.0000     8.0000
    0.06650     0.0000     8.0000
    0.06700     0.0000     8.0000
    0.06750     0.0000     8.0000
    0.06800     0.0000     8.0000
    0.06850     0.0000     8.0000
    0.06900     0.0000     8.0000
    0.06950     0.0000     8.0000
    0.07000     0.0000     8.0000
    0.07050     0.0000     8.0000
    0.07100     0.0000     8.0000
    0.07150     0.0000     8.0000
    0.07200     0.0000     8.0000
    0.07250     0.0000     8.0000
    0.07300     0.0000     8.0000
    0.07350     0.0000     8.0000
    0.07400     0.0000     8.0000
    0.07450     0.0000     8.0000
    0.07500     0.0000     8.0000
    0.07550     0.0000     8.0000
    0.07600     0.0000     8.0000
    0.07650     0.0000     8.0000
    0.07700     0.0000     8.0000
    0.07750     0.0000     8.0000
    0.07800     0.0000     8.0000
    0.07850     0.0000     8.0000
    0.07900     0.0000     8.0000
    0.07950     0.0000     8.0000
    0.08000     0.0000     8.0000
    0.08050     0.0000     8.0000
    0.08100     0.0000     8.0000
    0.08150     0.0000     8.0000
    0.08200     0.0000     8.0000
    0.08250     0.0000     8.0000
    0.08300     0.0000     8.0000
    0.08350     0.0000     8.0000
    0.08400     0.0000     8.0000
    0.08450     0.0000     8.0000
    0.08500     0.0000     8.0000
    0.08550     0.0000     8.0000
    0.08600     0.0000     8.0000
    0.08650     0.0000     8.0000
    0.08700     0.0000     8.0000
    0.08750     0.0000     8.0000
    0.08800     0.0000     8.0000
    0.08850     0.0000     8.0000
    0.08900     0.0000     8.0000
    0.08950     0.0000     8.0000
    0.09000     0.0000     8.0000
    0.09050     0.0000     8.0000
    0.09100     0.0000     8.0000
    0.09150     0.0000     8.0000
    0.09200     0.0000     8.0000
    0.09250     0.0000     8.0000
    0.09300     0.0000     8.0000
    0.09350     0.0000     8.0000
    0.09400     0.0000     8.0000
    0.09450     0.0000     8.0000
    0.09500     0.0000     8.0000
    0.09550     0.0000     8.0000
    0.09600     0.0000     8.0000
    0.09650     0.0000     8.0000
    0.09700     0.0000     8.0000
    0.09750     0.0000     8.0000
    0.09800     0.0000     8.0000
    0.09850     0.0000     8.0000
    0.09900     0.0000     8.0000
